No,Year,Month,Day,Lat,Lon,¹A¾ä¤ë,¹A¾ä¤é,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
15804,2009,5,1,26.38,123.05,40,7,23.4,54,,,,,,,,,,,3,2,2
15805,2009,5,1,26.8,123.07,40,7,22.5,360,,,200,,,,,,,,4,2,3
15806,2009,5,1,26.41,123.21,40,7,23.8,420,,,,,,,,,,,5,4,3
15807,2009,5,1,26.5,123.5,40,7,27,210,,,,,,,,,,,3,2,2
15808,2009,5,1,26.25,123.6,40,7,,420,,,,,,,,,,,4,4,4
15809,2009,5,1,26.2,123.62,40,7,22,420,,,,,,,,,,,5,4,4
15810,2009,5,1,26.25,123.69,40,7,24.1,180,,,,,,,,,,,3,2,2
15811,2009,5,1,26.8,123.71,40,7,21.8,300,30,,,,50,,,,,,4,2,3
15812,2009,5,1,26.75,123.73,40,7,21,200,,,,,,,,,,,4,2,3
15813,2009,5,2,25.14,121.82,40,8,,0,,,,,,,36,,,,2,1,1
15814,2009,5,2,26.47,122.75,40,8,26.9,270,,,,,,,,,,,3,2,2
15815,2009,5,2,26.95,123.1,40,8,22.5,60,,,,,,,,,,,4,2,3
15816,2009,5,2,26.5,123.48,40,8,22.6,18,,,,,,,,,,,3,2,2
15817,2009,5,2,26.37,123.54,40,8,24.4,90,,,,,,,,,,,3,2,2
15818,2009,5,2,26.38,123.58,40,8,,1080,,,,,,,,,,,4,4,4
15819,2009,5,2,26.46,123.63,40,8,24.1,480,,,,,,,,,,,5,4,3
15820,2009,5,2,26.82,123.69,40,8,21.8,120,,,,,,,,,,,4,2,3
15821,2009,5,2,26.3,123.72,40,8,23,900,,,,,,,,,,,5,4,4
15822,2009,5,2,26.77,123.85,40,8,21,100,,,,,,,,,,,4,2,3
15823,2009,5,3,25.39,121.6,40,9,27.2,270,,,12,,,,,,,,3,2,1
15824,2009,5,3,25.14,121.82,40,9,,0,,,,,,,27,,,,2,1,1
15825,2009,5,3,25.05,121.93,40,9,,,,,,,,,,,,,2,1,1
15827,2009,5,3,26.03,122.33,40,9,23.9,6,,,,,,,,,,,3,2,2
15828,2009,5,3,26.83,122.83,40,9,22.5,420,,,300,,,,,,,,4,2,3
15829,2009,5,3,26.75,122.98,40,9,27.1,240,,,,,,,,,,,3,2,2
15830,2009,5,3,26.26,123.37,40,9,24.5,180,,,,,,,,,,,3,2,2
15831,2009,5,3,26.42,123.63,40,9,,1200,,,,,,,,,,,4,4,4
15832,2009,5,3,26.39,123.69,40,9,24.2,120,,,,,,,,,,,5,4,3
15833,2009,5,3,26.33,123.73,40,9,23,330,,,,,,,,,,,5,4,4
15834,2009,5,3,26.83,123.75,40,9,21,80,,,,,,,,,,,4,2,3
15835,2009,5,4,25.43,121.57,40,10,28,72,,,,,600,,,,,,3,2,1
15836,2009,5,4,26.75,122.08,40,10,27.1,210,,,,,,,,,,,3,2,2
15837,2009,5,4,26.2,123.48,40,10,23,36,,,,,,,,,,,5,4,4
15838,2009,5,4,26.4,123.58,40,10,,210,,,,,,,,,,,4,4,4
15839,2009,5,4,26.34,123.76,40,10,24.3,180,,,,,,,,,,,5,4,3
15840,2009,5,5,25.14,121.82,40,11,,0,,,,,,,48,,,,2,1,1
15841,2009,5,5,25.13,121.83,40,11,,3,,,,,,,,,,,2,1,1
15842,2009,5,5,25.05,121.93,40,11,,,,,,,,,,,,,2,1,1
15843,2009,5,5,26.31,123.84,40,11,24.5,60,,,,,,,,,,,5,4,3
15844,2009,5,6,25.16,121.78,40,12,,36,,,,,,,,,,,2,1,1
15845,2009,5,7,25.44,121.68,40,13,27.6,108,,,,,,,,,,,3,2,1
15846,2009,5,7,25.16,121.78,40,13,,60,,,,,,,,,,,2,1,1
15847,2009,5,7,25.13,121.82,40,13,,,,,,,,,,,,,2,1,1
15848,2009,5,8,25.14,121.82,40,14,,0,,,,,,,30,,,,2,1,1
15849,2009,5,9,25.14,121.82,40,15,,0,,,,,,,45,,,,2,1,1
15850,2009,5,10,25.15,121.78,40,16,,4.8,,,,,,,,,,,2,1,1
15851,2009,5,11,25.16,121.78,40,17,,0,,,,,,,78,,,,2,1,1
15853,2009,5,12,25.16,121.78,40,18,,0,,,,,,,,,,,2,1,1
15854,2009,5,12,25.14,121.82,40,18,,0,,,,,,,66,,,,2,1,1
15855,2009,5,12,25.05,121.95,40,18,,,,,,,,,30,,,,2,1,1
15856,2009,5,13,25.16,121.78,40,19,,0,,,,,,,36,,,,2,1,1
15857,2009,5,13,25.35,121.78,40,19,25.6,12,,,,,,,,,,,3,1,2
15858,2009,5,13,25.15,121.8,40,19,,9,,,,,,,,,,,2,1,1
15859,2009,5,13,25.05,121.93,40,19,,,,,,,,,,,,,2,1,1
15860,2009,5,14,25.16,121.78,40,20,,0,,,,,,,42,,,,2,1,1
15861,2009,5,14,25.62,121.85,40,20,24.6,18,,,,,,,,,,,3,1,2
15862,2009,5,14,26.83,122.75,40,20,21,50,,,,,,,,,,,4,2,3
15863,2009,5,15,25.55,121.77,40,21,26.9,180,,,,,,,,,,,3,2,2
15864,2009,5,15,25.42,121.81,40,21,27.4,156,,,15,,,,,,,,3,2,1
15865,2009,5,15,25.14,121.82,40,21,,0,,,,,,,30,,,,2,1,1
15866,2009,5,15,25.05,121.98,40,21,,,,,,,,,,60,,,2,1,1
15867,2009,5,15,25.05,122,40,21,,,,,,,260,,,,,,2,1,1
15868,2009,5,15,25.83,122.07,40,21,25.6,12,,,,,,,,,,,3,1,2
15869,2009,5,15,26.55,122.7,40,21,23,72,,,,,,,,,,,5,4,4
15870,2009,5,15,26.38,123.45,40,21,23,36,,,,,,,,,,,4,3,3
15871,2009,5,15,26.53,123.48,40,21,21,30,,,,,,,,,,,4,2,3
15872,2009,5,15,26.74,123.64,40,21,24.8,300,,,,,,,,,,,4,2,3
15873,2009,5,16,25.43,121.71,40,22,26.5,36,,,,,800,,,,,,3,2,1
15874,2009,5,16,25.15,121.8,40,22,,3,,,,,,,,,,,2,1,1
15875,2009,5,16,25.14,121.82,40,22,,0,,,,,,,18,,,,2,1,1
15876,2009,5,16,25.47,121.83,40,22,26.7,270,,,,,,,,,,,3,2,2
15877,2009,5,16,25.05,121.93,40,22,,,,,,,,,,180,,,2,1,1
15878,2009,5,16,25.02,121.95,40,22,,,,,,,2460,,,,,,2,1,1
15879,2009,5,16,25.07,121.97,40,22,,,,,,,200,,,,,,3,1,1
15881,2009,5,16,25.62,122.85,40,22,26.3,18,,,,,,,,,,,3,1,2
15882,2009,5,16,26.75,122.9,40,22,21,30,120,,,,,,,,,,4,3,3
15883,2009,5,16,26.3,122.98,40,22,25.6,16.8,,,,,,,,,,,3,2,2
15884,2009,5,16,27.02,123.23,40,22,23.4,420,,,,,,,,,,,4,2,3
15885,2009,5,16,26.62,123.55,40,22,23,18,,,,,50,,,,,,5,4,4
15886,2009,5,16,26.52,123.55,40,22,,,,,,,3000,,,,,,4,4,4
15887,2009,5,16,27.09,123.57,40,22,24.5,480,,,,,,,,,,,4,2,3
15888,2009,5,16,26.7,123.8,40,22,21,100,,,,,,,,,,,4,2,3
15889,2009,5,16,26.89,124.18,40,22,24.3,180,,,,,,,,,,,5,4,3
15890,2009,5,17,25.53,121.77,40,23,26.8,21,,,,,,,,,,,3,2,2
15891,2009,5,17,25.14,121.82,40,23,,0,,,,,,,21,,,,2,1,1
15892,2009,5,17,25.18,121.85,40,23,26.2,,,,,,300,,,,,,3,1,2
15893,2009,5,17,25.02,121.95,40,23,,,,,,,2200,,,,,,2,1,1
15894,2009,5,17,25.07,121.97,40,23,,,,,,,3500,,,,,,3,1,1
15895,2009,5,17,25.08,122,40,23,,,,,,,374,,,,,,2,1,1
15896,2009,5,17,25.08,122.02,40,23,,,,,,,629,,,,,,2,1,1
15897,2009,5,17,26.53,122.8,40,23,22.5,9,,,,,,,,,,,5,4,4
15898,2009,5,17,27.03,123.25,40,23,23.4,240,,,,,750,,,,,,4,2,3
15899,2009,5,17,26.83,123.32,40,23,22.1,210,,,,,,,,,,,3,2,2
15900,2009,5,17,27.27,123.6,40,23,21,180,,,,,,,,,,,4,3,3
15901,2009,5,17,27.11,123.61,40,23,23.8,180,700,,,,,,,,,,4,2,3
15902,2009,5,17,27.02,123.83,40,23,21,250,,,,,,,,,,,4,2,3
15903,2009,5,17,26.67,124.02,40,23,24.6,180,,,,,,,,,,,3,2,2
15904,2009,5,17,27.2,124.14,40,23,23.7,120,,,,,,,,,,,5,4,3
15905,2009,5,17,27.18,124.43,40,23,,30,,,,,,,,,,,4,4,4
15906,2009,5,18,25.18,121.82,40,24,25.7,,,,,,200,,,,,,3,1,2
15907,2009,5,18,25.06,121.94,40,24,,,,2,,,79,,,,,,2,1,2
15908,2009,5,18,25.06,121.94,40,24,,,,,,,800,,,,,,2,1,1
15909,2009,5,18,25.08,121.95,40,24,,,,,,,1000,,,,,,2,1,1
15910,2009,5,18,25.05,121.97,40,24,,,,,,,1800,,,,,,2,1,1
15911,2009,5,18,25.07,121.98,40,24,,,,,,,270,,,,,,2,1,1
15912,2009,5,18,25.05,122,40,24,,,,,,,109,,,,,,2,1,1
15913,2009,5,18,25.6,122.02,40,24,26.9,60,,,,,,,,,,,3,2,2
15914,2009,5,18,27.03,123.05,40,24,22.2,30,,,,,,,,,,,3,2,2
15915,2009,5,18,26.77,123.22,40,24,22,,,,,,1100,,,,,,5,4,4
15916,2009,5,18,27.12,123.4,40,24,23.5,390,,,,,,,,,,,4,2,3
15917,2009,5,18,27.08,123.42,40,24,21,150,,,,,,,,,,,4,2,3
15918,2009,5,18,27.23,123.5,40,24,20,30,180,,,,3000,,,,,,4,3,3
15919,2009,5,18,26.92,123.5,40,24,22.7,,,,,,700,,,,,,3,2,2
15920,2009,5,18,27.07,123.61,40,24,23.6,180,600,,,,10000,,,,,,4,2,3
15921,2009,5,18,27.09,123.9,40,24,22.8,150,,,,,,,,,,,5,4,3
15922,2009,5,18,27.77,124.93,40,24,,120,,,,,300,,,,,,4,4,4
15923,2009,5,19,25.38,121.69,40,25,26.7,6,,,,,300,,,,,,3,2,1
15924,2009,5,19,25.13,121.8,40,25,26.2,,,,,,230,,,,,,3,1,2
15925,2009,5,19,25.13,121.83,40,25,,6,,,,,,,,,,,2,1,1
15926,2009,5,19,25.6,121.9,40,25,26.6,90,,,,,,,,,,,3,2,2
15927,2009,5,19,25.06,121.94,40,25,,,,,,,1648,,,,,,2,1,2
15928,2009,5,19,25.06,121.94,40,25,,,,,,,2000,,,,,,2,1,1
15929,2009,5,19,25.02,121.95,40,25,,,,,,,1800,,,,,,2,1,1
15930,2009,5,19,25.07,121.97,40,25,,,,,,,2000,,,,,,2,1,1
15931,2009,5,19,25.07,121.97,40,25,,,,,,,500,,,,,,3,1,1
15932,2009,5,19,25.05,122,40,25,,,,,,,1488,,,,,,2,1,1
15933,2009,5,19,25.08,122.02,40,25,,,,,,,558,,,,,,2,1,1
15934,2009,5,19,26.83,123.33,40,25,24.6,9,,,,,,,,,,,3,2,2
15935,2009,5,19,27.18,123.37,40,25,23.5,348,,,,,300,,,,,,4,2,3
15936,2009,5,19,27.22,123.48,40,25,20,180,,,,,200,,,,,,4,3,3
15937,2009,5,19,27.1,123.5,40,25,21,300,,,,,,,,,,,4,2,3
15938,2009,5,19,27.05,123.5,40,25,22.7,,,,,,15000,,,,,,3,2,2
15939,2009,5,19,26.79,123.7,40,25,23.8,,300,,,,1000,,,,,,4,2,3
15940,2009,5,19,28.06,124.07,40,25,21.5,330,,,,,,,,,,,5,4,3
15941,2009,5,19,27.87,124.7,40,25,23,300,,,,,,,,,,,5,4,4
15942,2009,5,19,27.6,125.23,40,25,,36,,,,,,,,,,,4,4,4
15943,2009,5,20,25.55,121.8,40,26,26.9,120,,,,,,,,,,,3,2,2
15944,2009,5,20,25.17,121.86,40,26,,0,,,,,360,,,,,,2,1,1
15945,2009,5,20,25.23,121.87,40,26,26.4,,,,,,400,,,,,,3,1,2
15946,2009,5,20,25.06,121.94,40,26,,27,,,,,369,,,,,,2,1,1
15947,2009,5,20,25.06,121.94,40,26,,,,,,,3159,,,,,,2,1,2
15948,2009,5,20,25.02,121.95,40,26,,,,,,,1000,,,,,,2,1,1
15949,2009,5,20,25.07,121.97,40,26,,,,,,,1200,,,,,,3,1,1
15950,2009,5,20,25.05,122,40,26,,,,,,,2578,,,,,,2,1,1
15951,2009,5,20,25.07,122.02,40,26,,,,,,,2190,,,,,,2,1,1
15952,2009,5,20,25.08,122.02,40,26,,,,,,,900,,,,,,2,1,1
15953,2009,5,20,25.07,122.03,40,26,23.4,,,,,,800,,,,,,3,2,2
15954,2009,5,20,25.17,122.04,40,26,27,0,,,,,750,,,,,,3,2,1
15955,2009,5,20,25.19,122.09,40,26,25.8,,,,,,2000,,,,,,4,2,3
15956,2009,5,20,27.25,123.37,40,26,24.5,42,,,,,,,,,,,4,2,3
15957,2009,5,20,27.25,123.43,40,26,21,180,60,,,,,,,,,,4,3,3
15958,2009,5,20,27.1,123.67,40,26,21,450,,,,,,,,,,,4,2,3
15959,2009,5,20,27.05,123.75,40,26,23,90,,,,,70,,,,,,5,4,4
15960,2009,5,20,27.18,123.85,40,26,,330,,,,,,,,,,,4,4,4
15961,2009,5,20,27.85,124.34,40,26,21.8,600,,,,,,,,,,,5,4,3
15962,2009,5,21,25.13,121.8,40,27,,24,,,,,,,,,,,2,1,1
15963,2009,5,21,25.55,121.82,40,27,26.5,96,,,,,,,,,,,3,2,2
15964,2009,5,21,25.17,121.86,40,27,,0,,,,,336,,,,,,2,1,1
15965,2009,5,21,25.25,121.88,40,27,26.8,,,,,,715,,,,,,3,1,2
15966,2009,5,21,25.06,121.94,40,27,,,,,,,2542,,,,,,2,1,2
15967,2009,5,21,25.06,121.94,40,27,,,,,,,300,,,,,,1,1,1
15968,2009,5,21,25.06,121.94,40,27,,,,,,,200,,,,,,1,1,1
15969,2009,5,21,25.06,121.94,40,27,,,,,,,1184,,,,,,2,1,1
15970,2009,5,21,25.23,121.95,40,27,24,,,,,,100,,,,,,3,2,2
15971,2009,5,21,25.02,121.95,40,27,,,,,,,800,,,,,,2,1,1
15972,2009,5,21,25.07,121.97,40,27,,,,,,,800,,,,,,3,1,1
15973,2009,5,21,25.22,121.99,40,27,26.9,0,,,,,0,,,,,,3,2,1
15974,2009,5,21,25.08,122,40,27,,,,,,,1200,,,,,,2,1,1
15975,2009,5,21,25.07,122,40,27,,,,,,,2150,,,,,,2,1,1
15976,2009,5,21,25.08,122.02,40,27,,,,,,,1053,,,,,,2,1,1
15977,2009,5,21,25.07,122.02,40,27,,,,,,,3000,,,,,,2,1,1
15978,2009,5,21,25.13,122.03,40,27,24.6,,,,,,,,,,,,3,2,2
15979,2009,5,21,27.37,123.38,40,27,24.5,24,,,,,,,,,,,4,2,3
15980,2009,5,21,27.25,123.52,40,27,26.1,360,500,,,,,,,,,,4,2,3
15981,2009,5,21,27.27,123.55,40,27,22,180,,,,,300,,,,,,4,3,3
15982,2009,5,21,27.13,123.55,40,27,21,160,,,,,,,,,,,4,2,3
15983,2009,5,21,27.15,124.18,40,27,,120,,,,,,,,,,,4,4,4
15984,2009,5,21,27.67,124.27,40,27,24,720,9,,,,50,,,,,,5,4,4
15985,2009,5,21,27.81,124.58,40,27,21.3,720,,,,,,,,,,,5,4,3
15986,2009,5,22,25.16,121.78,40,28,,12,,,,,90,,,,,,2,1,1
15987,2009,5,22,25.57,121.9,40,28,26.9,168,,,,,,,,,,,3,2,2
15988,2009,5,22,25.33,121.9,40,28,26,,,,,,,,,,,,3,1,2
15989,2009,5,22,25.06,121.94,40,28,,,,,,,541,,,,,,2,1,2
15990,2009,5,22,25.06,121.94,40,28,,,,,,,190,,,,,,1,1,1
15991,2009,5,22,25.06,121.94,40,28,,,,,,,3261,,,,,,2,1,1
15992,2009,5,22,25.02,121.95,40,28,,,,,,,120,,,,,,2,1,1
15993,2009,5,22,25.07,121.97,40,28,,,,,,,300,,,,,,3,1,1
15994,2009,5,22,25.07,121.98,40,28,25.4,,,,,,2200,,,,,,3,2,2
15995,2009,5,22,25.12,122,40,28,,,,,,,3500,,,,,,2,1,1
15996,2009,5,22,25.08,122,40,28,,,,,,,1200,,,,,,2,1,1
15997,2009,5,22,25.08,122.02,40,28,,,,,,,2882,,,,,,2,1,1
15998,2009,5,22,25.05,122.03,40,28,,,,,,,2100,,,,,,2,1,1
15999,2009,5,22,25.02,122.05,40,28,24.2,,,,,,2500,,,,,,3,2,2
16000,2009,5,22,25.11,122.06,40,28,26,0,,,,,800,,,,,,3,2,1
16001,2009,5,22,26.42,122.42,40,28,24.8,18,,,,,,,,,,,4,2,3
16002,2009,5,22,27.23,123.46,40,28,25.8,300,1200,,,,,,,,,,4,2,3
16003,2009,5,22,27.23,123.48,40,28,22,360,,,,,,,,,,,4,3,3
16004,2009,5,22,27.08,123.63,40,28,21,80,,,,,,,,,,,4,2,3
16005,2009,5,22,27.58,124.17,40,28,,240,,,,,,,,,,,4,4,4
16006,2009,5,22,27.63,124.22,40,28,24,420,,,,,,,,,,,5,4,4
16007,2009,5,22,27.85,124.64,40,28,22.3,180,,,,,,,,,,,5,4,3
16008,2009,5,23,25.18,121.78,40,29,,18,,,,,,,,,,,2,1,1
16009,2009,5,23,25.13,121.82,40,29,,15,,,,,,,,,,,2,1,1
16010,2009,5,23,25.06,121.94,40,29,,,,,,,800,,,,,,1,1,1
16011,2009,5,23,25.52,121.97,40,29,27.1,114,,,,,,,,,,,3,2,2
16012,2009,5,23,25.12,121.97,40,29,22,0,,,,,0,,,,,,4,2,3
16013,2009,5,23,25.08,121.98,40,29,,,,,,,800,,,,,,2,1,1
16014,2009,5,23,25.07,121.98,40,29,,,,,,,1900,,,,,,2,1,1
16015,2009,5,23,25.05,122,40,29,,,,,,,237,,,,,,2,1,1
16016,2009,5,23,25.08,122.02,40,29,,,,,,,296,,,,,,2,1,1
16017,2009,5,23,25.08,122.07,40,29,25.3,,,,,,1000,,,,,,4,2,3
16018,2009,5,23,25.03,122.07,40,29,24.9,,,,,,600,,,,,,3,2,2
16019,2009,5,23,25.02,122.07,40,29,24.5,,,,,,1100,,,,,,3,2,2
16020,2009,5,23,25.1,122.07,40,29,25.8,0,,,,,1800,,,,,,3,2,1
16021,2009,5,23,25,122.12,40,29,26.2,,,,,,500,,,,,,3,1,2
16022,2009,5,23,26.63,122.95,40,29,,1140,,,,,,,,,,,4,4,4
16023,2009,5,23,27.19,123.41,40,29,24.6,180,800,,,,1200,,,,,,4,2,3
16024,2009,5,23,27.23,123.5,40,29,21,360,180,,,,200,,,,,,4,3,3
16025,2009,5,23,27.65,124.25,40,29,23,120,,,,,,,,,,,5,4,4
16026,2009,5,23,27.73,124.64,40,29,22,780,,,,,,,,,,,5,4,3
16027,2009,5,24,25.25,121.82,50,1,26.2,,,,,,430,,,,,,3,1,2
16028,2009,5,24,25.07,121.97,50,1,,30,,,,,90,,,,,,3,1,1
16029,2009,5,24,25.05,121.97,50,1,,,,,,,2000,,,,,,2,1,1
16030,2009,5,24,25.1,122,50,1,24,,,,,,,,,,,,3,2,2
16031,2009,5,24,25.08,122,50,1,,,,,,,865,,,,,,2,1,1
16032,2009,5,24,25.05,122.01,50,1,,,,,,,500,,,,,,2,1,1
16033,2009,5,24,25.11,122.04,50,1,25.8,0,,,,,300,,,,,,3,2,1
16034,2009,5,24,25.05,122.05,50,1,25.6,,,,,,400,,,,,,4,2,3
16035,2009,5,24,25.05,122.08,50,1,21,,,,,,10000,,,,,,4,2,3
16036,2009,5,24,26.62,122.95,50,1,,1200,,,,,600,,,,,,4,4,4
16037,2009,5,24,27.19,123.46,50,1,24.2,300,1600,,,,1300,,,,,,4,2,3
16038,2009,5,24,27.2,123.47,50,1,21,300,,,100,,,,,,,,4,3,3
16039,2009,5,24,26.55,123.97,50,1,23.5,60,,,,,500,,,,,,5,4,4
16040,2009,5,24,27.44,124.21,50,1,22.3,900,,,,,,,,,,,5,4,3
16041,2009,5,25,25.15,121.78,50,2,,6,,,,,,,,,,,2,1,1
16042,2009,5,25,25.28,121.83,50,2,25.8,,,,,,193,,,,,,3,1,2
16043,2009,5,25,25.06,121.94,50,2,,3,,,,,318,,,,,,2,1,2
16044,2009,5,25,25.06,121.94,50,2,,99,,,,,,,,40.8,,,2,1,1
16045,2009,5,25,25.06,121.94,50,2,,,,,,,456,,,,,,2,1,2
16046,2009,5,25,25.25,121.97,50,2,22,,,,,,,,,,,,3,2,2
16047,2009,5,25,25.22,122.01,50,2,27,9,,,,,800,,,,,,3,2,1
16048,2009,5,25,25.22,122.03,50,2,25.8,,,,,,2500,,,,,,4,2,3
16049,2009,5,25,25,122.08,50,2,25,,,,,,,,,,,,3,2,2
16050,2009,5,25,25.03,122.1,50,2,21,,,,,,800,,,,,,4,2,3
16051,2009,5,25,26.6,122.9,50,2,,1080,,,,,,,,,,,4,4,4
16052,2009,5,25,26.55,123.03,50,2,23.5,600,,,,,,,,,,,5,4,4
16053,2009,5,25,27.22,123.5,50,2,21,180,60,,,,50,,,,,,4,3,3
16054,2009,5,25,27.18,123.51,50,2,24.9,60,120,,30,,800,,,,,,4,2,3
16055,2009,5,25,27.49,124.2,50,2,22.6,240,,,,,,,,,,,5,4,3
16056,2009,5,26,25.33,121.71,50,3,27.1,0,,,,,6000,,,,,,3,2,1
16057,2009,5,26,25.15,121.78,50,3,,19.2,,,,,,,,,,,2,1,1
16058,2009,5,26,25.38,121.83,50,3,24,120,,,,,,,,,,,3,2,2
16059,2009,5,26,25.06,121.94,50,3,,40.8,,,,,,,,,,,2,1,1
16060,2009,5,26,25.2,122.03,50,3,25.8,,,,,,350,,,,,,4,2,3
16061,2009,5,26,25.05,122.13,50,3,21,,,,,,1500,,,,,,4,2,3
16062,2009,5,26,26.58,122.82,50,3,,1320,,,,,,,,,,,4,4,4
16063,2009,5,26,26.55,122.93,50,3,22,60,,,,,,,,,,,5,4,4
16064,2009,5,26,26.78,123.02,50,3,23.3,180,,,,,,,,,,,3,2,2
16065,2009,5,26,27.18,123.44,50,3,24.3,720,20,,50,,,,,,,,4,2,3
16066,2009,5,26,27.2,123.48,50,3,21,600,,,,,,,,,,,4,3,3
16067,2009,5,26,26.47,123.5,50,3,27.5,180,,,,,,,,,,,3,2,2
16068,2009,5,26,27.48,124.01,50,3,23.5,480,,,,,,,,,,,5,4,3
16069,2009,5,27,25.31,121.71,50,4,27,0,,,,,600,,,,,,3,2,1
16070,2009,5,27,25.38,121.8,50,4,24.2,,,,,,,,,,,,3,2,2
16071,2009,5,27,25.27,121.82,50,4,25.5,6,,,,,,,,,,,3,1,2
16072,2009,5,27,25.13,122,50,4,25,,,,,,,,,,,,4,2,3
16073,2009,5,27,25.08,122.02,50,4,,,,,,,480,,,,,,2,1,1
16074,2009,5,27,25.02,122.12,50,4,21,,,,,,800,,,,,,4,2,3
16075,2009,5,27,26.58,122.77,50,4,,2100,,,,,,,,,,,4,4,4
16076,2009,5,27,26.65,123.02,50,4,22.5,36,108,,,,50,,,,,,5,4,4
16077,2009,5,27,27.12,123.25,50,4,23.1,240,,,,,,,,,,,3,2,2
16078,2009,5,27,27.1,123.28,50,4,24.5,480,100,,,,,,,,,,4,2,3
16079,2009,5,27,27.18,123.5,50,4,21,480,180,,30,,30,,,,,,4,3,3
16080,2009,5,27,26.67,123.75,50,4,27.6,240,,,,,,,,,,,3,2,2
16081,2009,5,27,27.44,124.01,50,4,23.5,360,,,,,,,,,,,5,4,3
16082,2009,5,28,25.38,121.62,50,5,25.7,120,,,,,,,,,,,3,1,2
16083,2009,5,28,25.37,121.65,50,5,23.6,168,,,60,,,,,,,,3,2,2
16084,2009,5,28,25.42,121.75,50,5,25.8,72,350,,12,,,,,,,,3,2,1
16085,2009,5,28,25.06,121.94,50,5,,,,,,,112,,,,,,2,1,2
16086,2009,5,28,25.05,121.97,50,5,,39,,,,,,,,120,,,2,1,1
16087,2009,5,28,25,121.97,50,5,21,,,,,,100,,,,,,4,2,3
16088,2009,5,28,25.13,122.13,50,5,25.8,,,,,,700,,,,,,4,2,3
16089,2009,5,28,26.58,122.72,50,5,,600,,,,,,,,,,,4,4,4
16090,2009,5,28,27.06,123.2,50,5,24.4,360,,,,,,,,,,,4,2,3
16091,2009,5,28,27.02,123.42,50,5,23.6,300,,,,,,,,,,,3,2,2
16092,2009,5,28,27.15,123.5,50,5,21,180,,,,,,,,,,,4,3,3
16093,2009,5,28,27.68,123.68,50,5,22,360,24,,42,,,,,,,,5,4,4
16094,2009,5,28,26.83,124,50,5,28.1,480,,,,,,,,,,,3,2,2
16095,2009,5,28,27.44,124.01,50,5,23.5,300,,,,,,,,,,,5,4,3
16096,2009,5,29,25.42,121.57,50,6,25.5,60,,,,,,,,,,,3,1,2
16097,2009,5,29,25.4,121.63,50,6,23.9,27,,,5,,,,,,,,3,2,2
16098,2009,5,29,25.15,121.8,50,6,,9,,,,,,,,,,,2,1,1
16099,2009,5,29,25.25,121.97,50,6,25.8,0,,,,,1600,,,,,,3,2,1
16100,2009,5,29,25.05,122,50,6,,,,,,,207,,,,,,2,1,1
16101,2009,5,29,25.13,122.1,50,6,25.8,,,,,,,,,,,,4,2,3
16102,2009,5,29,26.6,122.67,50,6,,300,,,,,,,,,,,4,4,4
16103,2009,5,29,27.04,123.08,50,6,24.9,360,600,,100,,,,,,,,4,2,3
16104,2009,5,29,27.02,123.45,50,6,23.5,120,,,,,,,,,,,3,2,2
16105,2009,5,29,27.02,123.52,50,6,21,300,,,60,,,,,,,,4,3,3
16106,2009,5,29,27.63,123.67,50,6,22,840,,,900,,,,,,,,5,4,4
16107,2009,5,29,27.42,124.12,50,6,23.5,180,,,,,3000,,,,,,5,4,3
16108,2009,5,29,26.9,124.17,50,6,28.3,600,,,,,,,,,,,3,2,2
16109,2009,5,30,25.42,121.4,50,7,23.8,6,,,,,,,,,,,3,2,2
16110,2009,5,30,25.43,121.62,50,7,26,36,,,,,,,,,,,3,1,2
16111,2009,5,30,25.05,121.97,50,7,,,,,,,,,,360,,,2,1,1
16112,2009,5,30,25.25,121.97,50,7,26,0,,,,,750,,,,,,3,2,1
16113,2009,5,30,25.2,122.03,50,7,25.7,,,,,,250,,,,,,4,2,3
16114,2009,5,30,25.63,122.32,50,7,24.6,30,,,,,,,,,,,3,2,2
16115,2009,5,30,26.58,123,50,7,,60,,,,,,,,,,,4,4,4
16116,2009,5,30,27.06,123.12,50,7,24.9,120,150,,200,,,,,,,,4,2,3
16117,2009,5,30,27,123.45,50,7,22,300,,,,,,,,,,,4,3,3
16118,2009,5,30,27.57,123.72,50,7,22.5,300,,,720,,,,,,,,5,4,4
16119,2009,5,30,27.4,124.14,50,7,23.7,600,,,,,2000,,,,,,5,4,3
16120,2009,5,30,27.07,124.25,50,7,28.5,480,,,,,,,,,,,3,2,2
16121,2009,5,31,25.37,121.62,50,8,25.5,,,,,,,,,,,,3,1,2
16122,2009,5,31,25.5,121.83,50,8,24,6,,,,,800,,,,,,3,2,2
16123,2009,5,31,25.22,122,50,8,25.7,,,,,,,,,,,,4,2,3
16124,2009,5,31,27.08,123.1,50,8,,,150,,,,,,,,,,4,4,4
16125,2009,5,31,26.94,123.37,50,8,24.7,30,30,,60,,1500,,,,,,4,2,3
16126,2009,5,31,26.93,123.43,50,8,22,30,,,,,,,,,,,4,3,3
16127,2009,5,31,27.48,123.73,50,8,23,240,,,36,,,,,,,,5,4,4
16128,2009,5,31,27.38,123.81,50,8,23.3,600,,,,,1000,,,,,,5,4,3
16129,2009,5,31,27.25,124.33,50,8,28.1,60,,,,,,,,,,,3,2,2
16130,2009,6,1,25.45,121.5,50,9,25.8,24,,,,,,,,,,,3,1,2
