Year,Month,tran_Lat,tran_Lon,No,Day,Lat,Lon,SST.boat.,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,Tonnage.A,HP.A,Light.A,area,cluster11,cluster12,cluster13,SST,chla,SSS,dummy
2011,8,25.2,122,23394,21,25.13,121.98,28.3,NA,NA,111,NA,NA,NA,NA,NA,480,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23349,18,25.13,121.98,28.3,NA,NA,NA,NA,NA,NA,NA,NA,444.6,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23435,23,25.13,121.98,28.3,NA,NA,34,NA,NA,NA,NA,NA,648,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23238,8,25.13,121.98,28.3,9,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,2,1,1,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23478,25,25.13,121.98,28.3,27,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23165,2,25.13,121.97,28.3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,1,1,1,8,7,7,28.94,0.4,-0.05,0
2011,8,25.2,122,23329,14,25.11666667,122.05,28.3,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,10,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23354,18,25.1,122.03,28.3,NA,NA,300,NA,NA,NA,NA,NA,1830,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23300,11,25.1,122.05,28.3,NA,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,2,1,2,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23216,7,25.13,121.98,28.3,25.8,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,2,1,1,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23393,21,25.1,121.92,28.3,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,30,2,1,2,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23215,7,25.13,121.95,28.3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,1,1,1,8,7,7,28.94,0.4,-0.05,0
2011,8,25.2,122,23276,10,25.13,121.97,28.3,48,NA,NA,18,NA,NA,NA,NA,NA,NA,15,1,1,1,1,2,3,6,28.94,0.4,-0.05,0
2011,8,25.2,122,23381,20,25.1,122.03,28.3,30,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23219,7,25.11666667,122.05,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,10,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23457,24,25.13,121.98,28.3,NA,NA,94,NA,NA,NA,NA,NA,90,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23343,17,25.11666667,122.05,28.3,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,2,1,1,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23365,19,25.1,122.03,28.3,NA,NA,120,NA,NA,NA,NA,NA,1100,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23314,12,25.13,121.98,28.3,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,NA,2,1,1,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23360,19,25.13,121.98,28.3,NA,NA,90,NA,NA,NA,NA,NA,213.6,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23481,25,25.1,122.03,28.3,12,NA,NA,NA,NA,NA,NA,NA,599,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23317,12,25.1,122.05,28.3,NA,NA,NA,NA,744,NA,NA,NA,NA,NA,NA,2,1,2,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23190,3,25.1,122.05,28.3,NA,NA,NA,NA,2096,NA,NA,NA,NA,NA,NA,2,1,2,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23433,23,25.1,121.92,28.3,30,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,2,1,2,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23377,20,25.1,121.92,28.3,NA,NA,NA,NA,NA,NA,NA,NA,1260,NA,36,2,1,2,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23205,6,25.13,121.97,28.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,8,7,7,28.94,0.4,-0.05,0
2011,8,25.2,122,23415,22,25.1,122.03,28.3,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23339,17,25.13,121.98,28.3,NA,NA,NA,NA,NA,NA,NA,NA,444.6,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23439,23,25.1,122.03,28.3,NA,NA,NA,NA,NA,NA,NA,NA,2122,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23189,3,25.11666667,122.05,28.3,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23397,21,25.1,122.03,28.3,NA,NA,NA,NA,NA,NA,NA,NA,735,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23198,4,25.13,121.98,28.3,21,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,2,1,1,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23413,22,25.13,121.98,28.3,NA,NA,141,NA,NA,NA,NA,NA,120,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23336,16,25.1,122.03,28.3,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,10,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23440,23,25.11666667,122.05,28.3,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,10,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23378,20,25.13,121.98,28.3,NA,NA,150,NA,NA,NA,NA,NA,291.6,NA,NA,2,1,1,1,4,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23332,15,25.1,122.03,28.3,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,10,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23342,17,25.1,122.03,28.3,60,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,2,1,1,1,2,3,8,28.94,0.4,-0.05,0
2011,8,25.2,122,23324,13,25.1,122.03,28.3,60,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,10,4,1,28.94,0.4,-0.05,0
2011,8,25.2,122,23187,3,25.13,121.98,28.3,NA,NA,NA,NA,1653,NA,NA,NA,NA,NA,NA,2,1,1,1,7,11,9,28.94,0.4,-0.05,0
2011,8,25.2,122,23328,14,25.13,121.97,28.3,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,1,1,1,8,7,7,28.94,0.4,-0.05,0
2011,8,25.4,120.6,23230,8,25.38,120.52,26,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,8,7,7,29.06,0.47,-0.45,1
2011,8,25.4,121.4,23320,13,25.43,121.43,28.2,90,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,9,3,6,29.17,0.49,-0.24,0
2011,8,25.4,121.4,23372,20,25.43,121.36,28.2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,8,7,7,29.17,0.49,-0.24,0
2011,8,25.4,121.4,23292,11,25.49,121.4,28.2,150,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,8,7,7,29.17,0.49,-0.24,0
2011,8,25.4,121.4,23184,3,25.48,121.47,28.1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,8,7,7,29.17,0.49,-0.24,1
2011,8,25.4,121.4,23272,10,25.48,121.32,28.1,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,8,7,7,29.17,0.49,-0.24,1
2011,8,25.4,121.6,23273,10,25.4,121.55,31,54,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,8,7,7,28.97,0.47,-0.17,1
2011,8,25.4,121.8,23293,11,25.32,121.74,28.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,8,7,7,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23373,20,25.36,121.74,28.2,42,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23327,14,25.33,121.88,28.2,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,8,7,7,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23359,19,25.3,121.87,29.8,30,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,3,1,2,1,6,9,2,29.06,0.31,-0.12,1
2011,8,25.4,121.8,23357,19,25.4,121.74,28.2,54,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23234,8,25.3,121.78,28.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,8,7,7,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23235,8,25.45,121.78,29.5,0,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,3,1,2,1,6,9,2,29.06,0.31,-0.12,1
2011,8,25.4,121.8,23337,17,25.36,121.74,28.2,78,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23213,7,25.35,121.84,28.2,6,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,3,2,1,1,6,9,2,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23519,31,25.35,121.78,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,10,4,1,29.06,0.31,-0.12,1
2011,8,25.4,121.8,23520,31,25.33,121.83,28.2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,1,2,1,8,7,7,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23346,18,25.4,121.74,28.2,60,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23432,23,25.36,121.74,28.2,42,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23375,20,25.32,121.85,29.6,60,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,11,2,13,29.06,0.31,-0.12,1
2011,8,25.4,121.8,23345,18,25.3,121.7,28.2,12,NA,NA,6,17,NA,NA,NA,2.4,NA,33.33,2,1,2,1,3,4,10,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23495,26,25.4,121.74,28.2,18,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,3,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23252,9,25.3,121.78,28.2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,8,7,7,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23513,30,25.36,121.74,28.2,12,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,9,8,11,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23391,21,25.42,121.8,30.2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.06,0.31,-0.12,1
2011,8,25.4,121.8,23390,21,25.4,121.74,28.2,24,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,9,3,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23518,31,25.36,121.7,28.2,21,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,9,8,6,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23212,7,25.42,121.8,29.5,0,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,3,1,2,1,6,9,2,29.06,0.31,-0.12,1
2011,8,25.4,121.8,23347,18,25.32,121.75,29.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.06,0.31,-0.12,1
2011,8,25.4,121.8,23274,10,25.32,121.74,28.2,22.8,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,2,1,1,1,2,10,8,29.06,0.31,-0.12,0
2011,8,25.4,121.8,23334,16,25.36,121.74,28.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,8,7,7,29.06,0.31,-0.12,0
2011,8,25.6,121.2,23160,2,25.53,121.28,28.7,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,4,8,7,7,29.23,0.45,-0.31,1
2011,8,25.6,121.2,23319,13,25.5,121.18,28.5,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,8,7,7,29.23,0.45,-0.31,1
2011,8,25.6,121.2,23326,14,25.52,121.22,28.1,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,8,7,7,29.23,0.45,-0.31,1
2011,8,25.6,121.4,23291,11,25.5,121.38,28.5,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,8,7,7,29.24,0.5,-0.25,1
2011,8,25.6,121.4,23356,19,25.51,121.41,28.2,102,NA,NA,5,NA,30,NA,NA,NA,NA,NA,3,2,1,4,2,10,8,29.24,0.5,-0.25,0
2011,8,25.6,121.4,23136,1,25.5,121.32,28.1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,8,7,7,29.24,0.5,-0.25,1
2011,8,25.6,121.4,23311,12,25.51,121.37,28.2,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,8,7,7,29.24,0.5,-0.25,0
2011,8,25.6,121.4,23510,29,25.53,121.37,28.2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,8,7,7,29.24,0.5,-0.25,0
2011,8,25.6,121.4,23161,2,25.53,121.35,28.5,270,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,2,3,6,29.24,0.5,-0.25,1
2011,8,25.6,121.4,23251,9,25.5,121.33,28.5,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,8,7,7,29.24,0.5,-0.25,1
2011,8,25.6,121.6,23185,3,25.51,121.51,28.1,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,8,7,7,29.45,0.45,-0.21,0
2011,8,25.6,121.6,23517,31,25.57,121.58,25.4,180,100,NA,5,NA,45,NA,NA,NA,NA,NA,3,2,2,1,1,6,8,29.45,0.45,-0.21,1
2011,8,25.6,121.6,23312,12,25.68,121.67,28.1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.45,0.45,-0.21,1
2011,8,25.6,121.8,23253,9,25.69,121.81,28.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,8,7,7,29.19,0.34,-0.11,0
2011,8,25.6,121.8,23411,22,25.57,121.88,27.1,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.19,0.34,-0.11,1
2011,8,25.6,121.8,23275,10,25.51,121.82,28.2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,8,7,7,29.19,0.34,-0.11,0
2011,8,25.6,121.8,23200,5,25.67,121.85,28.6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.19,0.34,-0.11,1
2011,8,25.6,121.8,23374,20,25.57,121.85,27.8,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.19,0.34,-0.11,1
2011,8,25.6,121.8,23477,25,25.57,121.7,27.3,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.19,0.34,-0.11,1
2011,8,25.6,121.8,23392,21,25.57,121.88,27.4,420,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,3,6,29.19,0.34,-0.11,1
2011,8,25.6,121.8,23515,30,25.53,121.83,27.5,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.19,0.34,-0.11,1
2011,8,25.6,122,23192,3,25.63,122.08,28.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,8,7,7,29.14,0.33,-0.1,0
2011,8,25.6,122,23441,23,25.63,122.08,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,10,4,1,29.14,0.33,-0.1,0
2011,8,25.6,122,23497,26,25.69,121.95,28.2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,8,7,7,29.14,0.33,-0.1,0
2011,8,25.6,122,23302,11,25.63,122.08,28.2,NA,NA,NA,6,200,NA,NA,NA,30,NA,NA,3,1,1,1,7,11,9,29.14,0.33,-0.1,0
2011,8,25.6,122,23259,9,25.63,122.08,28.2,36,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,3,6,29.14,0.33,-0.1,0
2011,8,25.6,122,23171,2,25.63,122.08,28.2,30,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,3,1,1,1,7,11,9,29.14,0.33,-0.1,0
2011,8,25.6,122,23221,7,25.63,122.08,28.2,12,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,3,1,1,1,4,4,1,29.14,0.33,-0.1,0
2011,8,25.6,122,23143,1,25.63,122.08,28.2,18,NA,3,NA,NA,NA,NA,NA,30,NA,NA,3,1,1,1,4,4,1,29.14,0.33,-0.1,0
2011,8,25.6,122,23281,10,25.63,122.08,28.2,18,NA,NA,18,NA,NA,NA,NA,60,NA,NA,3,1,1,1,4,4,1,29.14,0.33,-0.1,0
2011,8,25.6,122.2,23398,21,25.58,122.19,28.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,8,7,7,28.67,0.28,-0.07,0
2011,8,25.8,120.8,23183,3,25.83,120.72,27,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,8,7,7,29.06,0.47,-0.31,1
2011,8,25.8,121.8,23197,4,25.73,121.8,28.5,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.43,0.36,-0.1,1
2011,8,25.8,121.8,23504,27,25.86,121.89,28,180,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,11,2,13,29.43,0.36,-0.1,1
2011,8,25.8,122,23434,23,25.78,121.97,27.3,180,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,3,2,2,1,6,12,2,29.11,0.31,-0.06,1
2011,8,25.8,122,23260,9,25.73,122.08,29.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.11,0.31,-0.06,1
2011,8,25.8,122,23168,2,25.88,122.05,26.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,10,4,1,29.11,0.31,-0.06,1
2011,8,25.8,122,23521,31,25.8,121.97,27.9,90,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,9,8,6,29.11,0.31,-0.06,1
2011,8,25.8,122,23460,24,25.8,122.03,27.1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.11,0.31,-0.06,1
2011,8,25.8,122,23506,27,25.85,121.98,27.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,8,7,7,29.11,0.31,-0.06,1
2011,8,25.8,122.2,23482,25,25.83,122.25,28,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,8,7,7,28.94,0.22,-0.05,1
2011,8,25.8,122.2,23499,26,25.88,122.28,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,10,4,1,28.94,0.22,-0.05,1
2011,8,25.8,122.2,23173,2,25.88,122.1,27.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,10,4,1,28.94,0.22,-0.05,1
2011,8,25.8,122.4,23149,1,25.9,122.45,28.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.18,0.18,-0.06,0
2011,8,25.8,122.6,23367,19,25.9,122.62,26.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,10,4,1,29.05,0.22,-0.07,1
2011,8,25.8,122.8,23464,24,25.88,122.75,27.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,10,4,1,28.81,0.24,-0.07,1
2011,8,26,122,23496,26,25.95,121.9,26.6,240,NA,NA,100,NA,1800,NA,NA,NA,NA,NA,4,3,4,1,6,9,2,29.32,0.24,-0.05,1
2011,8,26,122,23505,27,25.94,121.98,29.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,8,7,7,29.32,0.24,-0.05,1
2011,8,26,122.2,23145,1,25.93,122.25,30,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.45,0.24,-0.04,1
2011,8,26,122.2,23172,2,26.07,122.1,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,10,4,1,29.45,0.24,-0.04,1
2011,8,26,122.2,23146,1,26.09,122.29,28.1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,8,7,7,29.45,0.24,-0.04,0
2011,8,26,122.2,23223,7,26,122.16,27.8,420,100,NA,NA,NA,600,NA,NA,NA,NA,NA,5,4,3,1,6,10,8,29.45,0.24,-0.04,1
2011,8,26,122.2,23418,22,26.03,122.25,27.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.45,0.24,-0.04,1
2011,8,26,122.2,23174,2,25.97,122.18,30,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.45,0.24,-0.04,1
2011,8,26,122.2,23193,3,26.07,122.22,28.8,1140,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.45,0.24,-0.04,1
2011,8,26,122.2,23261,9,26.05,122.27,27.9,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.45,0.24,-0.04,1
2011,8,26,122.2,23144,1,26.03,122.22,27.8,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.45,0.24,-0.04,1
2011,8,26,122.2,23498,26,25.97,122.13,29.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.45,0.24,-0.04,1
2011,8,26,122.4,23195,3,26.07,122.32,27.8,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.36,0.25,-0.03,1
2011,8,26,122.4,23224,7,26.05,122.32,30.2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,8,7,7,29.36,0.25,-0.03,1
2011,8,26,122.4,23207,6,26.08,122.31,28.1,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.36,0.25,-0.03,1
2011,8,26,122.4,23462,24,26,122.42,28.5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,8,7,7,29.36,0.25,-0.03,1
2011,8,26,122.4,23148,1,26.09,122.34,29.6,300,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.36,0.25,-0.03,1
2011,8,26,122.4,23419,22,25.96,122.42,28.1,150,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,6,12,29.36,0.25,-0.03,0
2011,8,26,122.4,23196,3,26.04,122.39,29,480,200,NA,NA,NA,300,NA,NA,NA,NA,NA,5,4,3,1,1,10,8,29.36,0.25,-0.03,1
2011,8,26,122.4,23226,7,25.97,122.38,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,10,4,1,29.36,0.25,-0.03,1
2011,8,26,122.6,23445,23,25.95,122.67,27.3,120,30,NA,7,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,8,29.36,0.19,-0.06,1
2011,8,26,122.6,23318,12,26.09,122.5,29.1,12,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,4,2,3,1,6,9,2,29.36,0.19,-0.06,1
2011,8,26,122.6,23227,7,26.07,122.52,28.2,240,120,NA,NA,NA,2500,NA,NA,NA,NA,NA,4,2,3,1,6,9,2,29.36,0.19,-0.06,1
2011,8,26,122.8,23383,20,26,122.8,29.1,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.26,0.19,-0.08,1
2011,8,26.2,122.2,23178,2,26.13,122.28,27.6,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,8,7,7,29.48,0.24,-0.04,1
2011,8,26.2,122.2,23176,2,26.15,122.26,29.4,1080,200,30,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.48,0.24,-0.04,1
2011,8,26.2,122.2,23282,10,26.28,122.25,29,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.48,0.24,-0.04,1
2011,8,26.2,122.4,23526,31,26.18,122.45,25,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,8,7,7,29.57,0.22,-0.03,1
2011,8,26.2,122.4,23180,2,26.13,122.35,26,360,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,4,3,3,1,6,9,2,29.57,0.22,-0.03,1
2011,8,26.2,122.4,23525,31,26.1,122.43,27,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,4,3,3,1,8,7,7,29.57,0.22,-0.03,1
2011,8,26.2,122.4,23524,31,26.1,122.35,28.6,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,8,7,7,29.57,0.22,-0.03,1
2011,8,26.2,122.4,23303,11,26.2,122.32,29.8,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.57,0.22,-0.03,1
2011,8,26.2,122.4,23147,1,26.25,122.33,29.8,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,8,7,7,29.57,0.22,-0.03,1
2011,8,26.2,122.4,23500,26,26.12,122.43,27,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,3,3,1,8,7,7,29.57,0.22,-0.03,1
2011,8,26.2,122.4,23442,23,26.23,122.48,30.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,8,7,7,29.57,0.22,-0.03,1
