No,Year,Month,Day,Lat,Lon,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
15838,2009,5,4,26.4,123.58,,210,,,,,,,,,,,4,4,4
15839,2009,5,4,26.34,123.76,24.3,180,,,,,,,,,,,5,4,3
15840,2009,5,5,25.14,121.82,,0,,,,,,,48,,,,2,1,1
15841,2009,5,5,25.13,121.83,,3,,,,,,,,,,,2,1,1
15842,2009,5,5,25.05,121.93,,,,,,,,,,,,,2,1,1
15843,2009,5,5,26.31,123.84,24.5,60,,,,,,,,,,,5,4,3
15844,2009,5,6,25.16,121.78,,36,,,,,,,,,,,2,1,1
15845,2009,5,7,25.44,121.68,27.6,108,,,,,,,,,,,3,2,1
15846,2009,5,7,25.16,121.78,,60,,,,,,,,,,,2,1,1
15847,2009,5,7,25.13,121.82,,,,,,,,,,,,,2,1,1
15848,2009,5,8,25.14,121.82,,0,,,,,,,30,,,,2,1,1
15849,2009,5,9,25.14,121.82,,0,,,,,,,45,,,,2,1,1
15850,2009,5,10,25.15,121.78,,4.8,,,,,,,,,,,2,1,1
15851,2009,5,11,25.16,121.78,,0,,,,,,,78,,,,2,1,1
15853,2009,5,12,25.16,121.78,,0,,,,,,,,,,,2,1,1
15854,2009,5,12,25.14,121.82,,0,,,,,,,66,,,,2,1,1
15855,2009,5,12,25.05,121.95,,,,,,,,,30,,,,2,1,1
15856,2009,5,13,25.16,121.78,,0,,,,,,,36,,,,2,1,1
15857,2009,5,13,25.35,121.78,25.6,12,,,,,,,,,,,3,1,2
15858,2009,5,13,25.15,121.8,,9,,,,,,,,,,,2,1,1
15859,2009,5,13,25.05,121.93,,,,,,,,,,,,,2,1,1
15860,2009,5,14,25.16,121.78,,0,,,,,,,42,,,,2,1,1
15861,2009,5,14,25.62,121.85,24.6,18,,,,,,,,,,,3,1,2
15862,2009,5,14,26.83,122.75,21,50,,,,,,,,,,,4,2,3
15863,2009,5,15,25.55,121.77,26.9,180,,,,,,,,,,,3,2,2
15864,2009,5,15,25.42,121.81,27.4,156,,,15,,,,,,,,3,2,1
15865,2009,5,15,25.14,121.82,,0,,,,,,,30,,,,2,1,1
15866,2009,5,15,25.05,121.98,,,,,,,,,,60,,,2,1,1
15867,2009,5,15,25.05,122,,,,,,,260,,,,,,2,1,1
15868,2009,5,15,25.83,122.07,25.6,12,,,,,,,,,,,3,1,2
15869,2009,5,15,26.55,122.7,23,72,,,,,,,,,,,5,4,4
15870,2009,5,15,26.38,123.45,23,36,,,,,,,,,,,4,3,3
15871,2009,5,15,26.53,123.48,21,30,,,,,,,,,,,4,2,3
15872,2009,5,15,26.74,123.64,24.8,300,,,,,,,,,,,4,2,3
15873,2009,5,16,25.43,121.71,26.5,36,,,,,800,,,,,,3,2,1
15874,2009,5,16,25.15,121.8,,3,,,,,,,,,,,2,1,1
15875,2009,5,16,25.14,121.82,,0,,,,,,,18,,,,2,1,1
15876,2009,5,16,25.47,121.83,26.7,270,,,,,,,,,,,3,2,2
15877,2009,5,16,25.05,121.93,,,,,,,,,,180,,,2,1,1
15878,2009,5,16,25.02,121.95,,,,,,,2460,,,,,,2,1,1
15879,2009,5,16,25.07,121.97,,,,,,,200,,,,,,3,1,1
15881,2009,5,16,25.62,122.85,26.3,18,,,,,,,,,,,3,1,2
15882,2009,5,16,26.75,122.9,21,30,120,,,,,,,,,,4,3,3
15883,2009,5,16,26.3,122.98,25.6,16.8,,,,,,,,,,,3,2,2
15884,2009,5,16,27.02,123.23,23.4,420,,,,,,,,,,,4,2,3
15885,2009,5,16,26.62,123.55,23,18,,,,,50,,,,,,5,4,4
15886,2009,5,16,26.52,123.55,,,,,,,3000,,,,,,4,4,4
15887,2009,5,16,27.09,123.57,24.5,480,,,,,,,,,,,4,2,3
15888,2009,5,16,26.7,123.8,21,100,,,,,,,,,,,4,2,3
15889,2009,5,16,26.89,124.18,24.3,180,,,,,,,,,,,5,4,3
15890,2009,5,17,25.53,121.77,26.8,21,,,,,,,,,,,3,2,2
15891,2009,5,17,25.14,121.82,,0,,,,,,,21,,,,2,1,1
15892,2009,5,17,25.18,121.85,26.2,,,,,,300,,,,,,3,1,2
15893,2009,5,17,25.02,121.95,,,,,,,2200,,,,,,2,1,1
15894,2009,5,17,25.07,121.97,,,,,,,3500,,,,,,3,1,1
15895,2009,5,17,25.08,122,,,,,,,374,,,,,,2,1,1
15896,2009,5,17,25.08,122.02,,,,,,,629,,,,,,2,1,1
15897,2009,5,17,26.53,122.8,22.5,9,,,,,,,,,,,5,4,4
15898,2009,5,17,27.03,123.25,23.4,240,,,,,750,,,,,,4,2,3
15899,2009,5,17,26.83,123.32,22.1,210,,,,,,,,,,,3,2,2
15900,2009,5,17,27.27,123.6,21,180,,,,,,,,,,,4,3,3
15901,2009,5,17,27.11,123.61,23.8,180,700,,,,,,,,,,4,2,3
15902,2009,5,17,27.02,123.83,21,250,,,,,,,,,,,4,2,3
15903,2009,5,17,26.67,124.02,24.6,180,,,,,,,,,,,3,2,2
15904,2009,5,17,27.2,124.14,23.7,120,,,,,,,,,,,5,4,3
15905,2009,5,17,27.18,124.43,,30,,,,,,,,,,,4,4,4
15906,2009,5,18,25.18,121.82,25.7,,,,,,200,,,,,,3,1,2
15907,2009,5,18,25.06,121.94,,,,2,,,79,,,,,,2,1,2
15908,2009,5,18,25.06,121.94,,,,,,,800,,,,,,2,1,1
15909,2009,5,18,25.08,121.95,,,,,,,1000,,,,,,2,1,1
15910,2009,5,18,25.05,121.97,,,,,,,1800,,,,,,2,1,1
15911,2009,5,18,25.07,121.98,,,,,,,270,,,,,,2,1,1
15912,2009,5,18,25.05,122,,,,,,,109,,,,,,2,1,1
15913,2009,5,18,25.6,122.02,26.9,60,,,,,,,,,,,3,2,2
15914,2009,5,18,27.03,123.05,22.2,30,,,,,,,,,,,3,2,2
15915,2009,5,18,26.77,123.22,22,,,,,,1100,,,,,,5,4,4
15916,2009,5,18,27.12,123.4,23.5,390,,,,,,,,,,,4,2,3
15917,2009,5,18,27.08,123.42,21,150,,,,,,,,,,,4,2,3
15918,2009,5,18,27.23,123.5,20,30,180,,,,3000,,,,,,4,3,3
15919,2009,5,18,26.92,123.5,22.7,,,,,,700,,,,,,3,2,2
15920,2009,5,18,27.07,123.61,23.6,180,600,,,,10000,,,,,,4,2,3
15921,2009,5,18,27.09,123.9,22.8,150,,,,,,,,,,,5,4,3
15922,2009,5,18,27.77,124.93,,120,,,,,300,,,,,,4,4,4
15923,2009,5,19,25.38,121.69,26.7,6,,,,,300,,,,,,3,2,1
15924,2009,5,19,25.13,121.8,26.2,,,,,,230,,,,,,3,1,2
15925,2009,5,19,25.13,121.83,,6,,,,,,,,,,,2,1,1
15926,2009,5,19,25.6,121.9,26.6,90,,,,,,,,,,,3,2,2
15927,2009,5,19,25.06,121.94,,,,,,,1648,,,,,,2,1,2
15928,2009,5,19,25.06,121.94,,,,,,,2000,,,,,,2,1,1
15929,2009,5,19,25.02,121.95,,,,,,,1800,,,,,,2,1,1
15930,2009,5,19,25.07,121.97,,,,,,,2000,,,,,,2,1,1
15931,2009,5,19,25.07,121.97,,,,,,,500,,,,,,3,1,1
15932,2009,5,19,25.05,122,,,,,,,1488,,,,,,2,1,1
15933,2009,5,19,25.08,122.02,,,,,,,558,,,,,,2,1,1
15934,2009,5,19,26.83,123.33,24.6,9,,,,,,,,,,,3,2,2
15935,2009,5,19,27.18,123.37,23.5,348,,,,,300,,,,,,4,2,3
15936,2009,5,19,27.22,123.48,20,180,,,,,200,,,,,,4,3,3
15937,2009,5,19,27.1,123.5,21,300,,,,,,,,,,,4,2,3
15938,2009,5,19,27.05,123.5,22.7,,,,,,15000,,,,,,3,2,2
15939,2009,5,19,26.79,123.7,23.8,,300,,,,1000,,,,,,4,2,3
15940,2009,5,19,28.06,124.07,21.5,330,,,,,,,,,,,5,4,3
15941,2009,5,19,27.87,124.7,23,300,,,,,,,,,,,5,4,4
15942,2009,5,19,27.6,125.23,,36,,,,,,,,,,,4,4,4
15943,2009,5,20,25.55,121.8,26.9,120,,,,,,,,,,,3,2,2
15944,2009,5,20,25.17,121.86,,0,,,,,360,,,,,,2,1,1
15945,2009,5,20,25.23,121.87,26.4,,,,,,400,,,,,,3,1,2
15946,2009,5,20,25.06,121.94,,27,,,,,369,,,,,,2,1,1
15947,2009,5,20,25.06,121.94,,,,,,,3159,,,,,,2,1,2
15948,2009,5,20,25.02,121.95,,,,,,,1000,,,,,,2,1,1
15949,2009,5,20,25.07,121.97,,,,,,,1200,,,,,,3,1,1
15950,2009,5,20,25.05,122,,,,,,,2578,,,,,,2,1,1
15951,2009,5,20,25.07,122.02,,,,,,,2190,,,,,,2,1,1
15952,2009,5,20,25.08,122.02,,,,,,,900,,,,,,2,1,1
15953,2009,5,20,25.07,122.03,23.4,,,,,,800,,,,,,3,2,2
15954,2009,5,20,25.17,122.04,27,0,,,,,750,,,,,,3,2,1
15955,2009,5,20,25.19,122.09,25.8,,,,,,2000,,,,,,4,2,3
15956,2009,5,20,27.25,123.37,24.5,42,,,,,,,,,,,4,2,3
15957,2009,5,20,27.25,123.43,21,180,60,,,,,,,,,,4,3,3
15958,2009,5,20,27.1,123.67,21,450,,,,,,,,,,,4,2,3
15959,2009,5,20,27.05,123.75,23,90,,,,,70,,,,,,5,4,4
15960,2009,5,20,27.18,123.85,,330,,,,,,,,,,,4,4,4
15961,2009,5,20,27.85,124.34,21.8,600,,,,,,,,,,,5,4,3
15962,2009,5,21,25.13,121.8,,24,,,,,,,,,,,2,1,1
15963,2009,5,21,25.55,121.82,26.5,96,,,,,,,,,,,3,2,2
15964,2009,5,21,25.17,121.86,,0,,,,,336,,,,,,2,1,1
15965,2009,5,21,25.25,121.88,26.8,,,,,,715,,,,,,3,1,2
15966,2009,5,21,25.06,121.94,,,,,,,2542,,,,,,2,1,2
15967,2009,5,21,25.06,121.94,,,,,,,300,,,,,,1,1,1
15968,2009,5,21,25.06,121.94,,,,,,,200,,,,,,1,1,1
15969,2009,5,21,25.06,121.94,,,,,,,1184,,,,,,2,1,1
15970,2009,5,21,25.23,121.95,24,,,,,,100,,,,,,3,2,2
15971,2009,5,21,25.02,121.95,,,,,,,800,,,,,,2,1,1
15972,2009,5,21,25.07,121.97,,,,,,,800,,,,,,3,1,1
15973,2009,5,21,25.22,121.99,26.9,0,,,,,0,,,,,,3,2,1
15974,2009,5,21,25.08,122,,,,,,,1200,,,,,,2,1,1
15975,2009,5,21,25.07,122,,,,,,,2150,,,,,,2,1,1
15976,2009,5,21,25.08,122.02,,,,,,,1053,,,,,,2,1,1
15977,2009,5,21,25.07,122.02,,,,,,,3000,,,,,,2,1,1
15978,2009,5,21,25.13,122.03,24.6,,,,,,,,,,,,3,2,2
15979,2009,5,21,27.37,123.38,24.5,24,,,,,,,,,,,4,2,3
15980,2009,5,21,27.25,123.52,26.1,360,500,,,,,,,,,,4,2,3
15981,2009,5,21,27.27,123.55,22,180,,,,,300,,,,,,4,3,3
15982,2009,5,21,27.13,123.55,21,160,,,,,,,,,,,4,2,3
15983,2009,5,21,27.15,124.18,,120,,,,,,,,,,,4,4,4
15984,2009,5,21,27.67,124.27,24,720,9,,,,50,,,,,,5,4,4
15985,2009,5,21,27.81,124.58,21.3,720,,,,,,,,,,,5,4,3
15986,2009,5,22,25.16,121.78,,12,,,,,90,,,,,,2,1,1
15987,2009,5,22,25.57,121.9,26.9,168,,,,,,,,,,,3,2,2
15988,2009,5,22,25.33,121.9,26,,,,,,,,,,,,3,1,2
15989,2009,5,22,25.06,121.94,,,,,,,541,,,,,,2,1,2
15990,2009,5,22,25.06,121.94,,,,,,,190,,,,,,1,1,1
15991,2009,5,22,25.06,121.94,,,,,,,3261,,,,,,2,1,1
15992,2009,5,22,25.02,121.95,,,,,,,120,,,,,,2,1,1
15993,2009,5,22,25.07,121.97,,,,,,,300,,,,,,3,1,1
15994,2009,5,22,25.07,121.98,25.4,,,,,,2200,,,,,,3,2,2
15995,2009,5,22,25.12,122,,,,,,,3500,,,,,,2,1,1
15996,2009,5,22,25.08,122,,,,,,,1200,,,,,,2,1,1
15997,2009,5,22,25.08,122.02,,,,,,,2882,,,,,,2,1,1
15998,2009,5,22,25.05,122.03,,,,,,,2100,,,,,,2,1,1
15999,2009,5,22,25.02,122.05,24.2,,,,,,2500,,,,,,3,2,2
16000,2009,5,22,25.11,122.06,26,0,,,,,800,,,,,,3,2,1
16001,2009,5,22,26.42,122.42,24.8,18,,,,,,,,,,,4,2,3
16002,2009,5,22,27.23,123.46,25.8,300,1200,,,,,,,,,,4,2,3
16003,2009,5,22,27.23,123.48,22,360,,,,,,,,,,,4,3,3
16004,2009,5,22,27.08,123.63,21,80,,,,,,,,,,,4,2,3
16005,2009,5,22,27.58,124.17,,240,,,,,,,,,,,4,4,4
16006,2009,5,22,27.63,124.22,24,420,,,,,,,,,,,5,4,4
16007,2009,5,22,27.85,124.64,22.3,180,,,,,,,,,,,5,4,3
16008,2009,5,23,25.18,121.78,,18,,,,,,,,,,,2,1,1
16009,2009,5,23,25.13,121.82,,15,,,,,,,,,,,2,1,1
16010,2009,5,23,25.06,121.94,,,,,,,800,,,,,,1,1,1
16011,2009,5,23,25.52,121.97,27.1,114,,,,,,,,,,,3,2,2
16012,2009,5,23,25.12,121.97,22,0,,,,,0,,,,,,4,2,3
16013,2009,5,23,25.08,121.98,,,,,,,800,,,,,,2,1,1
16014,2009,5,23,25.07,121.98,,,,,,,1900,,,,,,2,1,1
16015,2009,5,23,25.05,122,,,,,,,237,,,,,,2,1,1
16016,2009,5,23,25.08,122.02,,,,,,,296,,,,,,2,1,1
16017,2009,5,23,25.08,122.07,25.3,,,,,,1000,,,,,,4,2,3
16018,2009,5,23,25.03,122.07,24.9,,,,,,600,,,,,,3,2,2
16019,2009,5,23,25.02,122.07,24.5,,,,,,1100,,,,,,3,2,2
16020,2009,5,23,25.1,122.07,25.8,0,,,,,1800,,,,,,3,2,1
16021,2009,5,23,25,122.12,26.2,,,,,,500,,,,,,3,1,2
16022,2009,5,23,26.63,122.95,,1140,,,,,,,,,,,4,4,4
16023,2009,5,23,27.19,123.41,24.6,180,800,,,,1200,,,,,,4,2,3
16024,2009,5,23,27.23,123.5,21,360,180,,,,200,,,,,,4,3,3
16025,2009,5,23,27.65,124.25,23,120,,,,,,,,,,,5,4,4
16026,2009,5,23,27.73,124.64,22,780,,,,,,,,,,,5,4,3
16027,2009,5,24,25.25,121.82,26.2,,,,,,430,,,,,,3,1,2
16028,2009,5,24,25.07,121.97,,30,,,,,90,,,,,,3,1,1
16029,2009,5,24,25.05,121.97,,,,,,,2000,,,,,,2,1,1
16030,2009,5,24,25.1,122,24,,,,,,,,,,,,3,2,2
16031,2009,5,24,25.08,122,,,,,,,865,,,,,,2,1,1
16032,2009,5,24,25.05,122.01,,,,,,,500,,,,,,2,1,1
16033,2009,5,24,25.11,122.04,25.8,0,,,,,300,,,,,,3,2,1
16034,2009,5,24,25.05,122.05,25.6,,,,,,400,,,,,,4,2,3
16035,2009,5,24,25.05,122.08,21,,,,,,10000,,,,,,4,2,3
16036,2009,5,24,26.62,122.95,,1200,,,,,600,,,,,,4,4,4
16037,2009,5,24,27.19,123.46,24.2,300,1600,,,,1300,,,,,,4,2,3
16038,2009,5,24,27.2,123.47,21,300,,,100,,,,,,,,4,3,3
16039,2009,5,24,26.55,123.97,23.5,60,,,,,500,,,,,,5,4,4
16040,2009,5,24,27.44,124.21,22.3,900,,,,,,,,,,,5,4,3
16041,2009,5,25,25.15,121.78,,6,,,,,,,,,,,2,1,1
16042,2009,5,25,25.28,121.83,25.8,,,,,,193,,,,,,3,1,2
16043,2009,5,25,25.06,121.94,,3,,,,,318,,,,,,2,1,2
16044,2009,5,25,25.06,121.94,,99,,,,,,,,40.8,,,2,1,1
16045,2009,5,25,25.06,121.94,,,,,,,456,,,,,,2,1,2
16046,2009,5,25,25.25,121.97,22,,,,,,,,,,,,3,2,2
16047,2009,5,25,25.22,122.01,27,9,,,,,800,,,,,,3,2,1
16048,2009,5,25,25.22,122.03,25.8,,,,,,2500,,,,,,4,2,3
16049,2009,5,25,25,122.08,25,,,,,,,,,,,,3,2,2
16050,2009,5,25,25.03,122.1,21,,,,,,800,,,,,,4,2,3
16051,2009,5,25,26.6,122.9,,1080,,,,,,,,,,,4,4,4
16052,2009,5,25,26.55,123.03,23.5,600,,,,,,,,,,,5,4,4
16053,2009,5,25,27.22,123.5,21,180,60,,,,50,,,,,,4,3,3
16054,2009,5,25,27.18,123.51,24.9,60,120,,30,,800,,,,,,4,2,3
16055,2009,5,25,27.49,124.2,22.6,240,,,,,,,,,,,5,4,3
16056,2009,5,26,25.33,121.71,27.1,0,,,,,6000,,,,,,3,2,1
16057,2009,5,26,25.15,121.78,,19.2,,,,,,,,,,,2,1,1
16058,2009,5,26,25.38,121.83,24,120,,,,,,,,,,,3,2,2
16059,2009,5,26,25.06,121.94,,40.8,,,,,,,,,,,2,1,1
16060,2009,5,26,25.2,122.03,25.8,,,,,,350,,,,,,4,2,3
16061,2009,5,26,25.05,122.13,21,,,,,,1500,,,,,,4,2,3
16062,2009,5,26,26.58,122.82,,1320,,,,,,,,,,,4,4,4
16063,2009,5,26,26.55,122.93,22,60,,,,,,,,,,,5,4,4
16064,2009,5,26,26.78,123.02,23.3,180,,,,,,,,,,,3,2,2
16065,2009,5,26,27.18,123.44,24.3,720,20,,50,,,,,,,,4,2,3
16066,2009,5,26,27.2,123.48,21,600,,,,,,,,,,,4,3,3
16067,2009,5,26,26.47,123.5,27.5,180,,,,,,,,,,,3,2,2
16068,2009,5,26,27.48,124.01,23.5,480,,,,,,,,,,,5,4,3
16069,2009,5,27,25.31,121.71,27,0,,,,,600,,,,,,3,2,1
16070,2009,5,27,25.38,121.8,24.2,,,,,,,,,,,,3,2,2
16071,2009,5,27,25.27,121.82,25.5,6,,,,,,,,,,,3,1,2
16072,2009,5,27,25.13,122,25,,,,,,,,,,,,4,2,3
16073,2009,5,27,25.08,122.02,,,,,,,480,,,,,,2,1,1
16074,2009,5,27,25.02,122.12,21,,,,,,800,,,,,,4,2,3
16075,2009,5,27,26.58,122.77,,2100,,,,,,,,,,,4,4,4
16076,2009,5,27,26.65,123.02,22.5,36,108,,,,50,,,,,,5,4,4
16077,2009,5,27,27.12,123.25,23.1,240,,,,,,,,,,,3,2,2
16078,2009,5,27,27.1,123.28,24.5,480,100,,,,,,,,,,4,2,3
16079,2009,5,27,27.18,123.5,21,480,180,,30,,30,,,,,,4,3,3
16080,2009,5,27,26.67,123.75,27.6,240,,,,,,,,,,,3,2,2
16081,2009,5,27,27.44,124.01,23.5,360,,,,,,,,,,,5,4,3
16082,2009,5,28,25.38,121.62,25.7,120,,,,,,,,,,,3,1,2
16083,2009,5,28,25.37,121.65,23.6,168,,,60,,,,,,,,3,2,2
16084,2009,5,28,25.42,121.75,25.8,72,350,,12,,,,,,,,3,2,1
16085,2009,5,28,25.06,121.94,,,,,,,112,,,,,,2,1,2
16086,2009,5,28,25.05,121.97,,39,,,,,,,,120,,,2,1,1
16087,2009,5,28,25,121.97,21,,,,,,100,,,,,,4,2,3
16088,2009,5,28,25.13,122.13,25.8,,,,,,700,,,,,,4,2,3
16089,2009,5,28,26.58,122.72,,600,,,,,,,,,,,4,4,4
16090,2009,5,28,27.06,123.2,24.4,360,,,,,,,,,,,4,2,3
16091,2009,5,28,27.02,123.42,23.6,300,,,,,,,,,,,3,2,2
16092,2009,5,28,27.15,123.5,21,180,,,,,,,,,,,4,3,3
16093,2009,5,28,27.68,123.68,22,360,24,,42,,,,,,,,5,4,4
16094,2009,5,28,26.83,124,28.1,480,,,,,,,,,,,3,2,2
16095,2009,5,28,27.44,124.01,23.5,300,,,,,,,,,,,5,4,3
16096,2009,5,29,25.42,121.57,25.5,60,,,,,,,,,,,3,1,2
16097,2009,5,29,25.4,121.63,23.9,27,,,5,,,,,,,,3,2,2
16098,2009,5,29,25.15,121.8,,9,,,,,,,,,,,2,1,1
16099,2009,5,29,25.25,121.97,25.8,0,,,,,1600,,,,,,3,2,1
16100,2009,5,29,25.05,122,,,,,,,207,,,,,,2,1,1
16101,2009,5,29,25.13,122.1,25.8,,,,,,,,,,,,4,2,3
16102,2009,5,29,26.6,122.67,,300,,,,,,,,,,,4,4,4
16103,2009,5,29,27.04,123.08,24.9,360,600,,100,,,,,,,,4,2,3
16104,2009,5,29,27.02,123.45,23.5,120,,,,,,,,,,,3,2,2
16105,2009,5,29,27.02,123.52,21,300,,,60,,,,,,,,4,3,3
16106,2009,5,29,27.63,123.67,22,840,,,900,,,,,,,,5,4,4
16107,2009,5,29,27.42,124.12,23.5,180,,,,,3000,,,,,,5,4,3
16108,2009,5,29,26.9,124.17,28.3,600,,,,,,,,,,,3,2,2
16109,2009,5,30,25.42,121.4,23.8,6,,,,,,,,,,,3,2,2
16110,2009,5,30,25.43,121.62,26,36,,,,,,,,,,,3,1,2
16111,2009,5,30,25.05,121.97,,,,,,,,,,360,,,2,1,1
16112,2009,5,30,25.25,121.97,26,0,,,,,750,,,,,,3,2,1
16113,2009,5,30,25.2,122.03,25.7,,,,,,250,,,,,,4,2,3
16114,2009,5,30,25.63,122.32,24.6,30,,,,,,,,,,,3,2,2
16115,2009,5,30,26.58,123,,60,,,,,,,,,,,4,4,4
16116,2009,5,30,27.06,123.12,24.9,120,150,,200,,,,,,,,4,2,3
16117,2009,5,30,27,123.45,22,300,,,,,,,,,,,4,3,3
16118,2009,5,30,27.57,123.72,22.5,300,,,720,,,,,,,,5,4,4
16119,2009,5,30,27.4,124.14,23.7,600,,,,,2000,,,,,,5,4,3
16120,2009,5,30,27.07,124.25,28.5,480,,,,,,,,,,,3,2,2
16121,2009,5,31,25.37,121.62,25.5,,,,,,,,,,,,3,1,2
16122,2009,5,31,25.5,121.83,24,6,,,,,800,,,,,,3,2,2
16123,2009,5,31,25.22,122,25.7,,,,,,,,,,,,4,2,3
16124,2009,5,31,27.08,123.1,,,150,,,,,,,,,,4,4,4
16125,2009,5,31,26.94,123.37,24.7,30,30,,60,,1500,,,,,,4,2,3
16126,2009,5,31,26.93,123.43,22,30,,,,,,,,,,,4,3,3
16127,2009,5,31,27.48,123.73,23,240,,,36,,,,,,,,5,4,4
16128,2009,5,31,27.38,123.81,23.3,600,,,,,1000,,,,,,5,4,3
16129,2009,5,31,27.25,124.33,28.1,60,,,,,,,,,,,3,2,2
16130,2009,6,1,25.45,121.5,25.8,24,,,,,,,,,,,3,1,2
16131,2009,6,1,25.37,121.7,26,0,,,,,3000,,,,,,3,2,1
16132,2009,6,1,25.5,121.82,24.7,,,,,,5500,,,,,,3,2,2
16133,2009,6,1,26.43,122.3,,1200,,,,,2000,,,,,,4,4,4
16134,2009,6,1,26.33,122.67,27.1,48,,,,,,,,,,,3,2,2
16135,2009,6,1,26.55,122.84,24.6,900,,,,,4000,,,,,,5,4,3
16136,2009,6,1,26.42,123.32,26.8,480,300,,,,500,,,,,,4,2,3
16137,2009,6,1,26.47,123.35,23,120,,,,,,,,,,,4,3,3
16138,2009,6,1,26.42,123.72,23,960,,,,,4000,,,,,,5,4,4
16139,2009,6,2,25.16,121.82,,9,,,,,,,,,,,2,1,1
16140,2009,6,2,25.22,121.9,25.4,,,,,,370,,,,,,4,2,3
16141,2009,6,2,25.05,121.93,,,,6,,,,,,,,,2,1,1
16142,2009,6,2,25.05,121.93,,,,,,,,,,360,,,2,1,1
16143,2009,6,2,25.06,121.94,,,,,,,653,,,,,,2,1,1
16144,2009,6,2,25.12,122.05,,,,,,,129,,,,,,2,1,1
16145,2009,6,2,25.07,122.05,,,,,,,400,,,,,,3,1,1
16146,2009,6,2,25.26,122.06,26,0,,,,,4200,,,,,,3,2,1
16147,2009,6,2,25.17,122.07,,,,,,,29,,,,,,2,1,2
16148,2009,6,2,25.08,122.08,24.2,,,,,,0,,,,,,3,2,2
16149,2009,6,2,25.08,122.1,24.8,,,,,,,,,,,,3,1,2
16150,2009,6,2,26.47,122.33,,1020,,,,,,,,,,,4,4,4
16151,2009,6,2,26.37,123.48,23,360,,,,,,,,,,,4,3,3
16152,2009,6,2,26.76,123.77,24.8,1200,,,,,5000,,,,,,5,4,3
16153,2009,6,2,26.37,123.8,22.5,540,,,,,1200,,,,,,5,4,4
16154,2009,6,3,25.55,121.82,24.4,,,,,,0,,,,,,3,2,2
16155,2009,6,3,25.22,121.82,25.3,,,,,,,,,,,,4,2,3
16156,2009,6,3,25.17,121.82,,4.8,,,,,,,,,,,2,1,1
16157,2009,6,3,25.2,121.93,26.5,,,,,,7800,,,,,,3,2,2
16158,2009,6,3,25.22,122,25.7,0,,,,,1800,,,,,,3,2,1
16159,2009,6,3,25.05,122,,,,,,,1000,,,,,,2,1,1
16160,2009,6,3,25.12,122.05,,,,,,,277,,,,,,2,1,1
16161,2009,6,3,26.48,122.38,,1500,,,,,1500,,,,,,4,4,4
16162,2009,6,3,26.75,122.82,24.7,300,,,,,1000,,,,,,5,4,3
16163,2009,6,3,26.42,123.72,22,,,,,,3100,,,,,,5,4,4
16164,2009,6,4,25.06,121.94,,,,,,,608,,,,,,2,1,1
16165,2009,6,4,25.2,121.95,26.8,,,,,,3000,,,,,,3,2,2
16166,2009,6,4,25.07,122,23.9,,,,,,,,,,,,3,2,2
16167,2009,6,4,25.07,122.03,,,,,,,1200,,,,,,2,1,1
16168,2009,6,4,25.05,122.05,25.8,,,,,,100,,,,,,4,2,3
16169,2009,6,4,26.52,122.38,,360,,,,,,,,,,,4,4,4
16170,2009,6,4,26.47,122.5,22,3,,,,,,,,,,,5,4,4
16171,2009,6,4,26.69,122.71,23.7,600,,,,,6000,,,,,,5,4,3
16172,2009,6,5,25.2,121.93,26.5,,,,,,2000,,,,,,3,2,2
16173,2009,6,5,25.06,121.94,,,,,,,1200,,,,,,2,1,1
16174,2009,6,5,25.25,121.98,27.2,0,,,,,3000,,,,,,3,2,1
16175,2009,6,5,25.13,122,25.8,,,,,,700,,,,,,4,2,3
16176,2009,6,5,25.05,122,,,,,,,550,,,,,,2,1,1
16177,2009,6,5,25.07,122.05,,,,,,,350,,,,,,3,1,1
16178,2009,6,5,25.17,122.07,,,,,,,180,,,120,,,1,1,1
16179,2009,6,6,25.15,121.8,,6,,,,,,,,,,,2,1,1
16180,2009,6,6,25.18,121.86,,9,,,,,120,,,,,,2,1,1
16181,2009,6,6,25.06,121.94,,,,,,,300,,,72,,,2,1,1
16182,2009,6,6,25.15,122.02,25.8,,,,,,,,,,,,4,2,3
16183,2009,6,6,25.05,122.03,,,,,,,550,,,,,,2,1,1
16184,2009,6,6,25.17,122.07,,,,,,,118,,,,,,2,1,2
16185,2009,6,7,25.14,121.86,,6,,,,,180,,,,,,2,1,1
16186,2009,6,7,25.15,121.92,24,,,,,,,,,,,,3,2,2
16187,2009,6,7,25.06,121.94,,,200,,,,1350,,,,,,2,1,1
16188,2009,6,8,25.06,121.94,,,310,,,,1500,,,,,,2,1,1
16189,2009,6,9,25.06,121.94,,,,,,,1100,,,,,,2,1,1
16190,2009,6,10,25.24,121.71,,3.6,,,,,250,,,,,,2,1,1
16191,2009,6,10,25.14,121.86,,4.8,,,,,210,,,,,,2,1,1
16192,2009,6,10,25.18,121.9,27.1,,,,,,1600,,,,,,3,1,2
16193,2009,6,10,25.06,121.94,,,,,,,1500,,,,,,2,1,1
16194,2009,6,10,25.05,121.98,,,,,,,,,,132,,,2,1,1
16195,2009,6,10,25.03,122.02,,,,,,,830,,,,,,2,1,1
16196,2009,6,10,25.12,122.05,,,,,,,183,,,,,,2,1,1
16197,2009,6,10,25.05,122.1,23,,,,,,,,,,,,4,2,3
